id,contract_reference,payment_date,type,amount_paid
64134,C65810012,2021-10-01T12:14:55.220795,Reversed Contract Payment,-1200.00
64655,C58690017,2021-10-01T15:24:08.117443,,100.00
64671,C44460012,2021-10-01T15:35:39.818098,,100.00
64685,C57070013,2021-10-01T15:51:02.251864,,300.00
64698,C45090016,2021-10-01T16:25:57.086104,,500.00
64711,C59520015,2021-10-01T16:59:00.059099,,300.00
64759,C57210015,2021-10-01T18:35:17.355876,,50.00
65765,C77030013,2021-10-01T14:59:27.890002,,500.00
67365,C52180015,2021-10-03T06:40:37.679186,,400.00
68681,C42710012,2021-10-03T14:48:25.385682,,200.00
68699,C45090016,2021-10-03T15:47:40.90926,,203.00
68761,C46840013,2021-10-03T17:39:17.632303,,50.00
68793,C45130010,2021-10-03T19:19:03.032755,,50.00
69935,C55560015,2021-10-04T11:22:42.278209,,350.00
70992,C50100015,2021-10-04T15:48:49.935608,,611.00
71022,C44340016,2021-10-04T16:31:51.832546,,100.00
71049,C50770015,2021-10-04T17:33:34.645754,,244.00
71054,C42790014,2021-10-04T17:46:56.101067,,1060.00
73092,C43120013,2021-10-03T16:03:29.898032,,665.00
73652,C50770015,2021-10-05T19:51:33.160343,,230.00
73654,C50770015,2021-10-05T19:54:51.204191,,27.00
73696,C44340016,2021-10-06T05:27:43.107191,,50.00
73996,C49710015,2021-10-04T18:44:53.501966,,500.00
74543,C49710015,2021-10-06T11:11:26.793556,,400.00
74548,C49700016,2021-10-06T11:15:27.233095,,600.00
75104,C46840013,2021-10-06T15:57:04.940984,,40.00
75144,C51740017,2021-10-06T16:59:52.521681,,100.00
77046,C46840013,2021-10-07T18:10:39.874847,,20.00
78308,C43670017,2021-10-08T11:06:46.77027,,300.00
78491,C47390018,2021-10-06T06:32:47.449663,,300.00
78633,C44340016,2021-10-08T13:14:19.128058,,100.00
78676,C51350015,2021-10-08T13:32:00.581874,,200.00
78683,C51350015,2021-10-08T13:34:48.041637,,500.00
78745,C58720012,2021-10-08T15:15:08.700801,,1000.00
78880,C66780016,2021-10-08T17:38:50.682503,,1000.00
78996,C50770015,2021-10-08T18:08:32.809161,,49.00
79102,C67440016,2021-10-09T05:11:43.217455,,1000.00
79126,C43450014,2021-10-09T05:51:16.140686,,715.00
79548,C50770015,2021-10-09T17:39:52.163118,,200.00
80195,C49710015,2021-10-10T18:52:38.70769,Reversed Contract Payment,-500.00
80405,C45280013,2021-10-11T09:57:25.95917,,200.00
80563,C44340016,2021-10-11T17:07:14.441292,,100.00
81092,C50770015,2021-10-12T09:34:46.320773,,8.00
81382,C43120013,2021-10-12T12:48:40.489631,Reversed Contract Payment,-665.00
81530,C45090016,2021-10-12T16:07:16.4584,,400.00
81592,C50260017,2021-10-12T18:01:42.092697,Offer Change Delay,0.00
81602,C50770015,2021-10-12T18:21:04.852365,,100.00
81674,C63820013,2021-10-12T19:13:10.192437,,700.00
81918,C69170017,2021-10-13T07:32:53.950239,,500.00
82223,C52180015,2021-10-13T10:21:09.998173,,20.00
82233,C52180015,2021-10-13T10:25:27.149284,,380.00
82616,C43320019,2021-10-13,,147.90
82663,C46760013,2021-10-13,,165.60
82721,C51420016,2021-10-13,,149.10
82724,C51680015,2021-10-13,,149.10
82760,C55560015,2021-10-13,,299.90
82893,C67440016,2021-10-13,,123.00
82923,C73550014,2021-10-13,,254.30
82974,C79210019,2021-10-13,,143.10
85090,C48560015,2021-10-13T15:57:47.951941,,5.00
85095,C48560015,2021-10-13T16:00:39.179357,,450.00
85102,C58970013,2021-10-13T16:13:52.889322,,250.00
85148,C45090016,2021-10-13T17:51:02.045448,,100.00
85155,C42710012,2021-10-13T17:57:50.310181,,200.00
86763,C55130017,2021-10-15T03:28:57.209305,,500.00
87137,C45280013,2021-10-12,,20.00
87147,C45320017,2021-10-05,,6.00
87367,C77940013,2021-10-10T09:50:58.011382,,400.00
88054,C70030010,2021-10-15T12:42:54.959462,,1124.00
88334,C42790014,2021-10-15T15:20:10.62617,,600.00
88386,C53890018,2021-10-15T17:11:35.901194,,470.00
88408,C50320019,2021-10-15T17:42:00.30695,,500.00
89371,C49710015,2021-10-17T12:04:31.425518,,380.00
89455,C53030011,2021-10-17T15:23:56.626681,,1000.00
89507,C70360011,2021-10-17T16:39:06.152916,,750.00
89925,C45130010,2021-10-17T20:01:39.07946,,20.00
90501,C50770015,2021-10-18T09:43:43.918721,,17.00
90781,C44340016,2021-10-18T11:11:41.397424,,50.00
91438,C50770015,2021-10-18T19:05:21.287184,,80.00
93032,C74380015,2021-10-19T13:27:24.502992,,600.00
93056,C74380015,2021-10-19T13:33:46.751581,,36.00
93185,C53030011,2021-10-19T14:40:12.981187,,500.00
93198,C77940013,2021-10-19T15:03:14.810207,Reversed Contract Payment,-400.00
93600,C49700016,2021-10-20T11:42:06.183792,,400.00
93640,C57270019,2021-10-20T13:51:37.525429,,345.00
93821,C53830014,2021-10-20T19:29:16.406019,,1000.00
95516,C45320017,2021-10-21T13:33:19.757472,,16.00
95595,C47100011,2021-10-21T00:00:04,,308.00
95612,C45090016,2021-10-21T00:00:26,,100.00
95770,C42710012,2021-10-21T16:42:00.589809,,300.00
95861,C44340016,2021-10-21T18:50:49.944515,,30.00
97142,C51760015,2021-10-22T11:44:27.303935,,1800.00
97866,C61820015,2021-10-23T05:00:12.179526,,400.00
99369,C60570017,2021-10-24T17:57:30.840616,,56.00
99555,C45130010,2021-10-25T06:23:33.790081,,60.00
99828,C44460012,2021-10-24T15:08:38.288474,,1000.00
101019,C72840010,2021-10-25,,62.00
101023,C73550014,2021-10-25,,1816.00
101272,C72840010,2021-10-25,,62.00
101602,C72840010,2021-10-25,,62.00
101606,C73550014,2021-10-25,,1816.00
101619,C74380015,2021-10-25,,924.00
101627,C76320019,2021-10-25,,100.00
102380,C54540018,2021-10-25,,1816.00
102394,C55560015,2021-10-25,,908.00
102436,C58720012,2021-10-25,,154.00
102878,C45280013,2021-10-26T04:26:42.01259,,200.00
103585,C73550014,2021-10-26T09:37:23.022168,Reversed Contract Payment,-1816.00
103803,C72840010,2021-10-26T10:27:46.930494,Reversed Contract Payment,-62.00
103806,C72840010,2021-10-26T10:28:04.130084,Reversed Contract Payment,-62.00
103817,C72840010,2021-10-26T10:29:48.197406,Reversed Contract Payment,-62.00
104722,C44340016,2021-10-26T16:59:21.439337,,100.00
107073,C75320010,2021-10-28T06:04:29.015281,,500.00
108210,C47890017,2021-10-28T09:51:46.402602,,500.00
108954,C51680015,2021-10-28T19:57:03.538077,,900.00
108957,C45090016,2021-10-28T20:22:16.285757,,50.00
110536,C51740017,2021-10-30T05:08:15.584519,,600.00
110846,C52040011,2021-10-30T07:54:18.631502,,500.00
111761,C43320019,2021-10-31T16:36:11.352376,,1000.00
111987,C54020011,2021-11-01T05:32:47.766066,,500.00
112022,C45880010,2021-10-08T13:47:53.193295,,500.00
112357,C45280013,2021-11-01T09:05:43.110541,,200.00
113229,C48560015,2021-11-01T14:05:16.475892,,50.00
113452,C60570017,2021-11-01T17:49:49.974872,,460.00
113714,C43120013,2021-11-01T15:29:39.827935,,1000.00
113979,C49710015,2021-11-02T08:21:32.070073,,380.00
115067,C70030010,2021-11-02T15:18:01.160754,,1124.00
116537,C42790014,2021-11-03T13:01:32.919937,,228.00
117720,C71030019,2021-11-03T16:39:57.386934,,100.00
117722,C71030019,2021-11-03T16:41:54.589043,,50.00
119468,C70360011,2021-11-04T16:48:48.385173,,550.00
119584,C45130010,2021-11-04T19:24:49.08969,,55.00
120426,C50770015,2021-11-04T12:56:22.490215,,4.00
120758,C52180015,2021-11-05T12:45:04.04107,,1.00
121106,C70360011,2021-11-05T17:10:42.400168,,188.00
122866,C46630018,2021-11-05T12:27:04.865549,,1050.00
122957,C45880010,2021-11-08T10:02:09.405921,Reversed Contract Payment,-500.00
123228,C44620011,2021-11-04,,100.00
123231,C45880010,2021-11-04,,100.00
123234,C46500013,2021-11-04,,500.00
123287,C54540018,2021-11-04,,681.00
123299,C55560015,2021-11-04,,340.00
123441,C73550014,2021-11-04,,681.00
123639,C52180015,2021-11-08T13:11:37.781323,,400.00
123913,C51740017,2021-11-08T16:43:56.914403,,100.00
125544,C57070013,2021-11-09T16:27:46.548002,,500.00
126318,C51680015,2021-11-10T09:48:00.962584,,500.00
126838,C45090016,2021-11-10T13:20:41.786078,,110.00
126944,C51740017,2021-11-10T14:26:48.262847,,100.00
130131,C57100018,2021-11-11T07:13:44.670318,,380.00
130461,C69170017,2021-11-11T09:47:44.470067,,500.00
130752,C67470013,2021-11-04T12:48:45.118535,,10.00
130948,C74880014,2021-11-11T13:57:06.033384,,1000.00
131040,C77920015,2021-11-11T15:38:05.199184,,1000.00
131418,C49710015,2021-11-12T05:21:56.811813,,380.00
132888,C51740017,2021-11-12T16:33:56.523113,,100.00
136897,C51350015,2021-11-16T13:11:18.68961,,300.00
136902,C51350015,2021-11-16T13:13:44.956184,,200.00
137040,C58970013,2021-11-16T15:16:35.302235,,300.00
137702,C68190016,2021-11-17T08:01:26.922678,,100.00
137710,C68190016,2021-11-17T08:03:36.786337,,43.00
138338,C45120011,2021-11-17T14:19:03.11078,,500.00
138934,C55560015,2021-11-18T07:54:11.380967,,500.00
139468,C69170017,2021-11-18T05:05:27.485935,,500.00
139579,C43320019,2021-11-18,,94.50
139625,C46760013,2021-11-18,,154.20
140001,C43320019,2021-11-18T17:14:51.823337,,700.00
140791,C49700016,2021-11-19T10:27:48.160657,,400.00
142648,C57210015,2021-11-21T03:59:07.822574,,100.00
145548,C51740017,2021-11-23T10:32:31.134403,,100.00
146600,C43670017,2021-11-24T04:21:17.965177,,500.00
147009,C51020014,2021-11-24T07:35:19.919537,,500.00
148287,C54390018,2021-11-24T14:43:28.103973,,300.00
148445,C51740017,2021-11-24T16:52:07.844012,,100.00
148528,C75320010,2021-11-24T17:55:30.648152,,200.00
150411,C51740017,2021-11-25T16:32:36.330638,,100.00
150837,C45620010,2021-11-26T06:26:30.917899,,15.00
151361,C45130010,2021-11-25T20:14:03.696289,,50.00
151364,C45130010,2021-11-26T09:30:36.94252,,150.00
153419,C50770015,2021-11-27T14:47:35.982666,,2000.00
153429,C50770015,2021-11-27T14:55:51.368513,,100.00
153430,C51350015,2021-11-27T14:59:39.143888,,300.00
153434,C50770015,2021-11-27T15:08:04.478479,,40.00
153562,C44340016,2021-11-27T17:09:09.325803,,100.00
153953,C53150017,2021-11-09,,154.00
154113,C72840010,2021-11-09,,62.00
154381,C51740017,2021-11-28T16:57:09.586743,,100.00
154453,C45620010,2021-11-28T17:47:26.367362,,20.00
154496,C44340016,2021-11-28T18:25:56.165836,,100.00
156190,C73980013,2021-11-29T17:10:49.914559,,900.00
156241,C44340016,2021-11-29T17:41:16.412255,,24.00
158113,C44340016,2021-11-30T18:19:59.818582,,100.00
158121,C44620011,2021-11-30T18:28:30.952193,,500.00
159344,C58970013,2021-12-01T10:08:55.479288,,500.00
159875,C56140015,2021-12-01T13:34:58.539753,,1000.00
160355,C69170017,2021-12-02T04:10:32.638897,,688.00
160418,C71520019,2021-12-02T05:12:10.471997,,1000.00
162006,C41540014,2021-12-03T01:01:27.405305,Manual Discount,0.00
162207,C52180015,2021-12-03T06:58:31.128659,,1000.00
163038,C44340016,2021-12-03T15:18:18.655634,,100.00
163202,C43270016,2021-12-03T17:21:48.12636,,2000.00
163963,C54390018,2021-12-04T08:56:23.672213,,200.00
164841,C45880010,2021-12-05T08:03:06.376687,,4000.00
166120,C45130010,2021-12-04T19:02:11.734494,,70.00
166363,C48560015,2021-12-05T16:04:59.539276,,500.00
166457,C50770015,2021-12-04T17:23:13.46909,,460.00
168535,C48560015,2021-12-06T13:10:54.846954,,5.00
168879,C52180015,2021-12-06T16:01:21.984907,,500.00
169203,C42500017,2021-12-07T01:01:30.538313,Manual Discount,0.00
169214,C50770015,2021-12-07T03:17:56.727019,,40.00
169690,C42710012,2021-12-07T08:55:31.947876,,1000.00
170637,C77920015,2021-12-07T17:30:32.80739,,300.00
170840,C45090016,2021-12-08T00:06:44.639503,,128.00
170855,C50770015,2021-12-08T03:13:24.719961,,1000.00
170968,C51740017,2021-12-08T05:30:27.072134,,200.00
173436,C70700018,2021-12-08T17:15:35.487671,,100.00
173644,C43450014,2021-12-09T01:01:22.450327,Manual Discount,0.00
173645,C46290011,2021-12-09T01:01:33.237179,Manual Discount,0.00
173647,C44360014,2021-12-09T01:01:45.514326,Manual Discount,0.00
173730,C77030013,2021-12-09T05:12:50.111441,,200.00
175013,C74880014,2021-12-09T12:26:20.158079,,50.00
