id,contract_reference,payment_date,type,amount_paid
29880,C51020014,2021-08-11T10:10:25.118952,Downpayment,0.00
29881,C51020014,2021-08-11T10:11:03.735442,,1.00
31288,C44510014,2021-08-11T12:37:59.128255,Downpayment,0.00
31584,C51460012,2021-08-11T13:28:08.742874,Downpayment,0.00
31585,C51460012,2021-08-11T13:28:53.091848,,174.00
31586,C44910016,2021-08-11T13:30:18.131845,,20.00
31587,C44910016,2021-08-11T13:36:17.598916,,100.00
31797,C43670017,2021-08-12T06:42:33.841469,Downpayment,0.00
31798,C51420016,2021-08-12T06:52:25.191514,Downpayment,0.00
31799,C51420016,2021-08-12T06:52:25.191514,,5.00
31800,C51460012,2021-08-12T06:52:34.005432,,50.00
31821,C47390018,2021-08-12T08:25:45.748398,Downpayment,0.00
31822,C47390018,2021-08-12T08:25:45.748398,,2.00
31832,C43270016,2021-08-12T09:42:30.806852,Downpayment,0.00
31833,C43270016,2021-08-12T09:42:30.806852,,1.00
31876,C49940018,2021-08-12T14:27:31.44473,Downpayment,0.00
31877,C49940018,2021-08-12T14:27:31.44473,,26.00
31878,C53890018,2021-08-12T14:32:10.955764,Downpayment,0.00
31879,C53890018,2021-08-12T14:32:10.955764,,7.00
31912,C45160017,2021-08-13T06:30:58.078628,Downpayment,0.00
31913,C45160017,2021-08-13T06:30:58.078628,,41.00
31916,C42610014,2021-08-13T06:58:44.7012,Downpayment,0.00
31917,C42610014,2021-08-13T06:58:44.7012,,1138.00
31918,C45050010,2021-08-13T07:08:26.213116,Downpayment,0.00
31919,C45050010,2021-08-13T07:08:26.213116,,279.00
31929,C53830014,2021-08-13T07:58:55.817203,Downpayment,0.00
31930,C53830014,2021-08-13T07:58:55.817203,,75.00
31934,C51740017,2021-08-13T08:22:57.827845,Downpayment,0.00
31935,C51740017,2021-08-13T08:22:57.827845,,174.00
31941,C44770014,2021-08-13T09:00:32.459518,Downpayment,0.00
31942,C44770014,2021-08-13T09:00:32.459518,,105.00
31963,C61160016,2021-08-13T10:43:48.847168,Downpayment,0.00
31964,C61160016,2021-08-13T10:43:48.847168,,495.00
31972,C60460011,2021-08-13T11:02:45.350095,Downpayment,0.00
31973,C60460011,2021-08-13T11:02:45.350095,,12.00
31974,C45500014,2021-08-13T11:06:28.90309,Downpayment,0.00
31975,C45500014,2021-08-13T11:06:28.90309,,7.00
31976,C45120011,2021-08-13T11:09:16.589486,Downpayment,0.00
31977,C45120011,2021-08-13T11:09:16.589486,,6.00
31993,C53150017,2021-08-13T12:10:55.006405,Downpayment,0.00
31994,C53150017,2021-08-13T12:10:55.006405,,41.00
32010,C50770015,2021-08-13T13:22:12.606656,Downpayment,0.00
32011,C50770015,2021-08-13T13:22:12.606656,,387.00
32012,C53670014,2021-08-13T13:31:46.811975,Downpayment,0.00
32013,C53670014,2021-08-13T13:31:46.811975,,2.00
32014,C43440015,2021-08-13T13:47:32.887691,Downpayment,0.00
32017,C59610014,2021-08-13T14:10:05.891512,Downpayment,0.00
32018,C59610014,2021-08-13T14:10:05.891512,,154.00
32029,C50770015,2021-08-13T17:42:02.373802,,20.00
32045,C65810012,2021-08-14T06:42:38.21922,Downpayment,0.00
32051,C48260012,2021-08-14T07:12:25.764436,Downpayment,0.00
32052,C48260012,2021-08-14T07:12:25.764436,,133.00
32053,C44910016,2021-08-14T05:15:38.894613,,900.00
32062,C63730014,2021-08-14T07:49:35.533616,Downpayment,0.00
32063,C63730014,2021-08-14T07:49:35.533616,,41.00
32077,C65860017,2021-08-14T08:52:07.215298,Downpayment,0.00
32078,C65860017,2021-08-14T08:52:07.215298,,5096.00
32086,C63490015,2021-08-14T09:07:56.603419,Downpayment,0.00
32087,C63490015,2021-08-14T09:07:56.603419,,10.00
32109,C50770015,2021-08-14T14:29:25.902224,,100.00
32110,C50770015,2021-08-14T14:33:57.833556,,100.00
32111,C50770015,2021-08-14T14:35:23.012948,,100.00
32112,C50770015,2021-08-14T14:41:58.689372,,100.00
32127,C58720012,2021-08-15T07:06:02.348788,Downpayment,0.00
32140,C51740017,2021-08-15T18:18:23.705459,,100.00
32175,C54540018,2021-08-16T06:07:41.79782,Downpayment,0.00
32176,C54540018,2021-08-16T06:07:41.79782,,445.00
32177,C70030010,2021-08-16T06:11:40.636682,Downpayment,0.00
32178,C70030010,2021-08-16T06:11:40.636682,,13.00
32181,C70360011,2021-08-16T06:22:20.300577,Downpayment,0.00
32182,C70360011,2021-08-16T06:22:20.300577,,24.00
32192,C64330012,2021-08-16T06:58:23.356486,Downpayment,0.00
32193,C64330012,2021-08-16T06:58:23.356486,,7.00
32194,C44340016,2021-08-16T07:04:46.244005,Downpayment,0.00
32195,C44340016,2021-08-16T07:04:46.244005,,133.00
32196,C45130010,2021-08-16T07:11:03.147517,Downpayment,0.00
32197,C45130010,2021-08-16T07:11:03.147517,,12.00
32219,C73260010,2021-08-16T08:01:05.711508,Downpayment,0.00
32220,C73260010,2021-08-16T08:01:05.711508,,24.00
32231,C57210015,2021-08-16T08:27:45.076502,Downpayment,0.00
32232,C57210015,2021-08-16T08:27:45.076502,,842.00
32242,C51570018,2021-08-16T08:52:28.200421,Downpayment,0.00
32243,C51570018,2021-08-16T08:52:28.200421,,414.00
32246,C43320019,2021-08-16T08:56:53.569835,Downpayment,0.00
32247,C43320019,2021-08-16T08:56:53.569835,,113.00
32250,C50320019,2021-08-16T09:10:40.33584,Downpayment,0.00
32251,C50320019,2021-08-16T09:10:40.33584,,244.00
32252,C57270019,2021-08-16T09:19:09.332679,Downpayment,0.00
32253,C57270019,2021-08-16T09:19:09.332679,,106.00
32261,C60510013,2021-08-16T09:33:38.180592,Downpayment,0.00
32262,C60510013,2021-08-16T09:33:38.180592,,27.00
32288,C45320017,2021-08-16T10:21:06.594231,Downpayment,0.00
32289,C45320017,2021-08-16T10:21:06.594231,,862.00
32290,C45280013,2021-08-16T10:22:28.560243,Downpayment,0.00
32291,C45280013,2021-08-16T10:22:28.560243,,580.00
32292,C70700018,2021-08-16T10:26:50.755523,Downpayment,0.00
32295,C47530019,2021-08-16T10:32:38.942965,Downpayment,0.00
32296,C47530019,2021-08-16T10:32:38.942965,,112.00
32299,C51360014,2021-08-16T10:39:50.817307,Downpayment,0.00
32300,C51360014,2021-08-16T10:39:50.817307,,15.00
32322,C45960010,2021-08-12T18:47:14.689341,,1000.00
32325,C45960010,2021-08-14T14:27:45.690447,,1000.00
32326,C46500013,2021-08-16T11:49:03.236586,Downpayment,0.00
32327,C46500013,2021-08-16T11:49:03.236586,,113.00
32332,C63600019,2021-08-16T11:58:55.187179,Downpayment,0.00
32333,C63600019,2021-08-16T11:58:55.187179,,6.00
32336,C74950015,2021-08-16T12:01:03.642419,Downpayment,0.00
32337,C74950015,2021-08-16T12:01:03.642419,,151.00
32338,C47890017,2021-08-16T12:04:28.967559,Downpayment,0.00
32340,C74930017,2021-08-16T12:15:44.458495,Downpayment,0.00
32341,C74930017,2021-08-16T12:15:44.458495,,325.00
32351,C73980013,2021-08-16T12:34:23.774619,Downpayment,0.00
32352,C73980013,2021-08-16T12:34:23.774619,,71.00
32354,C74880014,2021-08-16T12:37:43.881933,Downpayment,0.00
32355,C74880014,2021-08-16T12:37:43.881933,,106.00
32356,C64610017,2021-08-16T12:39:44.49979,Downpayment,0.00
32358,C45930013,2021-08-16T12:56:32.359783,Downpayment,0.00
32359,C45930013,2021-08-16T12:56:32.359783,,8.00
32378,C60570017,2021-08-16T13:25:07.668661,Downpayment,0.00
32379,C60570017,2021-08-16T13:25:07.668661,,207.00
32384,C46650016,2021-08-16T13:31:16.285754,Downpayment,0.00
32387,C46760013,2021-08-16T13:36:08.172047,Downpayment,0.00
32388,C46760013,2021-08-16T13:36:08.172047,,7.00
32391,C73200016,2021-08-16T13:49:51.135805,Downpayment,0.00
32392,C73200016,2021-08-16T13:49:51.135805,,241.00
32397,C55220016,2021-08-16T14:00:27.318667,Downpayment,0.00
32398,C55220016,2021-08-16T14:00:27.318667,,105.00
32399,C72430010,2021-08-16T14:18:08.294146,Downpayment,0.00
32400,C72430010,2021-08-16T14:18:08.294146,,386.00
32404,C64600018,2021-08-16T14:28:33.025707,Downpayment,0.00
32405,C64600018,2021-08-16T14:28:33.025707,,136.00
32416,C60490018,2021-08-16T16:13:31.618456,Downpayment,0.00
32417,C60490018,2021-08-16T16:13:31.618456,,12.00
32421,C45130010,2021-08-16T18:04:04.119862,,23.00
32422,C45130010,2021-08-16T18:06:50.149736,,50.00
32425,C54540018,2021-08-16T18:20:48.16882,,100.00
32427,C75320010,2021-08-16T18:37:20.02511,Downpayment,0.00
32428,C75320010,2021-08-16T18:37:20.02511,,13.00
32432,C66780016,2021-08-16T18:45:11.968785,Downpayment,0.00
32433,C66780016,2021-08-16T18:45:11.968785,,7.00
32468,C45280013,2021-08-17T07:26:55.680512,,200.00
32475,C46290011,2021-08-13,,266.00
32476,C46500013,2021-08-17T08:04:13.246651,,19.00
32477,C46760013,2021-08-17T08:04:13.981065,,500.00
32489,C54540018,2021-08-17T08:04:22.848505,,170.00
32495,C58690017,2021-08-17T08:10:10.824623,Downpayment,0.00
32496,C58690017,2021-08-17T08:10:10.824623,,441.00
32497,C76320019,2021-08-17T08:11:03.604181,Downpayment,0.00
32498,C76320019,2021-08-17T08:11:03.604181,,7.00
32501,C53030011,2021-08-17T08:18:44.635204,Downpayment,0.00
32505,C42730010,2021-08-17T08:30:35.369851,Downpayment,0.00
32506,C42730010,2021-08-17T08:30:35.369851,,7.00
32512,C58970013,2021-08-17T08:44:49.437395,Downpayment,0.00
32513,C58970013,2021-08-17T08:44:49.437395,,7.00
32516,C55130017,2021-08-17T08:50:27.75308,Downpayment,0.00
32517,C55130017,2021-08-17T08:50:27.75308,,400.00
32524,C43090018,2021-08-17T09:11:22.43754,Downpayment,0.00
32525,C43090018,2021-08-17T09:11:22.43754,,27.00
32535,C61820015,2021-08-17T09:35:11.017741,Downpayment,0.00
32536,C61820015,2021-08-17T09:35:11.017741,,12.00
32537,C55480016,2021-08-17T09:36:36.693293,Downpayment,0.00
32538,C55480016,2021-08-17T09:36:36.693293,,209.00
32539,C54020011,2021-08-17T09:37:10.645328,Downpayment,0.00
32540,C54020011,2021-08-17T09:37:10.645328,,103.00
32542,C57010019,2021-08-17T09:42:24.145038,Downpayment,0.00
32543,C57010019,2021-08-17T09:42:24.145038,,54.00
32545,C73550014,2021-08-17T09:50:38.225107,Downpayment,0.00
32546,C73550014,2021-08-17T09:50:38.225107,,191.00
32555,C77050011,2021-08-17T10:08:22.513141,Downpayment,0.00
32556,C77050011,2021-08-17T10:08:22.513141,,154.00
32557,C51680015,2021-08-17T10:12:43.60711,Downpayment,0.00
32558,C51680015,2021-08-17T10:12:43.60711,,155.00
32563,C59110015,2021-08-17T10:29:47.661346,Downpayment,0.00
32564,C59110015,2021-08-17T10:29:47.661346,,107.00
32565,C47100011,2021-08-17T10:40:56.36722,Downpayment,0.00
32568,C53150017,2021-08-17T10:42:31.499112,,775.00
32571,C57070013,2021-08-17T10:59:38.243968,Downpayment,0.00
32572,C57070013,2021-08-17T10:59:38.243968,,33.00
32575,C54390018,2021-08-17T11:13:27.282584,Downpayment,0.00
32576,C54390018,2021-08-17T11:13:27.282584,,480.00
32584,C50320019,2021-08-17T11:50:25.193894,,200.00
32592,C55560015,2021-08-17T12:00:27.92691,Downpayment,0.00
32593,C55560015,2021-08-17T12:00:27.92691,,61.00
32601,C78310018,2021-08-17T12:12:19.256385,Downpayment,0.00
32602,C78310018,2021-08-17T12:12:19.256385,,154.00
32605,C78010014,2021-08-17T12:26:30.826063,Downpayment,0.00
32606,C78010014,2021-08-17T12:26:30.826063,,64.00
32609,C45620010,2021-08-17T12:38:19.04134,Downpayment,0.00
32610,C45620010,2021-08-17T12:38:19.04134,,212.00
32614,C77920015,2021-08-17T12:57:34.897217,Downpayment,0.00
32615,C77920015,2021-08-17T12:57:34.897217,,21.00
32625,C52620010,2021-08-17T13:33:58.990854,Downpayment,0.00
32626,C52620010,2021-08-17T13:33:58.990854,,7.00
32630,C53720017,2021-08-17T13:39:46.285438,Downpayment,0.00
32631,C53720017,2021-08-17T13:39:46.285438,,109.00
32632,C56140015,2021-08-17T13:41:02.977989,Downpayment,0.00
32633,C56140015,2021-08-17T13:41:02.977989,,259.00
32634,C45160017,2021-08-17T13:46:14.680065,,1000.00
32641,C44620011,2021-08-17T14:05:26.37613,Downpayment,0.00
32642,C44620011,2021-08-17T14:05:26.37613,,6.00
32643,C55270011,2021-08-17T14:07:59.576015,Downpayment,0.00
32644,C55270011,2021-08-17T14:07:59.576015,,50.00
32654,C44470011,2021-08-17T14:32:43.339135,Downpayment,0.00
32679,C77940013,2021-08-18T05:37:32.552227,Downpayment,0.00
32680,C77940013,2021-08-18T05:37:32.552227,,1350.00
32681,C43450014,2021-08-18T05:39:07.774406,,700.00
32682,C77380012,2021-08-18T05:44:25.423802,Downpayment,0.00
32683,C77380012,2021-08-18T05:44:25.423802,,14.00
32689,C62780010,2021-08-18T06:02:52.038128,Downpayment,0.00
32690,C62780010,2021-08-18T06:02:52.038128,,1174.00
32693,C71010011,2021-08-18T06:13:04.404479,Downpayment,0.00
32694,C71010011,2021-08-18T06:13:04.404479,,838.00
32695,C43540012,2021-08-18T06:14:10.695273,Downpayment,0.00
32696,C43540012,2021-08-18T06:14:10.695273,,46.00
32697,C59520015,2021-08-18T06:25:08.507878,Downpayment,0.00
32698,C59520015,2021-08-18T06:25:08.507878,,45.00
32706,C69170017,2021-08-18T07:14:01.216685,Downpayment,0.00
32707,C69170017,2021-08-18T07:14:01.216685,,158.00
32709,C79100012,2021-08-18T07:23:13.800675,Downpayment,0.00
32710,C79100012,2021-08-18T07:23:13.800675,,77.00
32712,C72840010,2021-08-18T07:28:49.205454,Downpayment,0.00
32713,C72840010,2021-08-18T07:28:49.205454,,45.00
32721,C77930014,2021-08-18T07:42:32.068734,Downpayment,0.00
32722,C77930014,2021-08-18T07:42:32.068734,,80.00
32728,C52180015,2021-08-18T07:56:28.991306,Downpayment,0.00
32729,C52180015,2021-08-18T07:56:28.991306,,22.00
32734,C73310013,2021-08-18T08:03:11.946371,Downpayment,0.00
32735,C73310013,2021-08-18T08:03:11.946371,,6.00
32751,C63820013,2021-08-18T09:08:22.853148,Downpayment,0.00
32752,C63820013,2021-08-18T09:08:22.853148,,2.00
32758,C77030013,2021-08-18T09:15:40.252108,Downpayment,0.00
32759,C77030013,2021-08-18T09:15:40.252108,,33.00
32762,C81150013,2021-08-18T09:18:30.604376,Downpayment,0.00
32763,C81150013,2021-08-18T09:18:30.604376,,6.00
32766,C79210019,2021-08-18T09:21:03.390465,Downpayment,0.00
32767,C79210019,2021-08-18T09:21:03.390465,,110.00
32768,C71030019,2021-08-18T09:23:14.272238,Downpayment,0.00
32773,C52040011,2021-08-18T09:28:17.952903,Downpayment,0.00
32774,C52040011,2021-08-18T09:28:17.952903,,145.00
32779,C65440018,2021-08-18T09:33:58.860337,Downpayment,0.00
32780,C65440018,2021-08-18T09:33:58.860337,,6.00
32783,C70350012,2021-08-18T09:44:48.284306,Downpayment,0.00
32784,C70350012,2021-08-18T09:44:48.284306,,21.00
32785,C68190016,2021-08-18T09:49:31.625187,Downpayment,0.00
32786,C68190016,2021-08-18T09:49:31.625187,,179.00
32797,C45540010,2021-08-18T10:11:42.323599,Downpayment,0.00
32798,C45540010,2021-08-18T10:11:42.323599,,480.00
32801,C71520019,2021-08-18T10:21:21.286875,Downpayment,0.00
32802,C71520019,2021-08-18T10:21:21.286875,,1.00
32822,C67850016,2021-08-18T10:54:16.36459,Downpayment,0.00
32823,C67850016,2021-08-18T10:54:16.36459,,163.00
32826,C75810010,2021-08-18T10:56:45.393489,Downpayment,0.00
32827,C75810010,2021-08-18T10:56:45.393489,,495.00
32830,C63400014,2021-08-18T11:14:05.005738,Downpayment,0.00
32831,C63400014,2021-08-18T11:14:05.005738,,68.00
32834,C77400018,2021-08-18T11:15:54.695887,Downpayment,0.00
32835,C77400018,2021-08-18T11:15:54.695887,,480.00
32841,C67470013,2021-08-18T11:29:54.385951,Downpayment,0.00
32842,C67470013,2021-08-18T11:29:54.385951,,1518.00
32857,C74380015,2021-08-18T11:55:51.66056,Downpayment,0.00
32859,C72790017,2021-08-18T11:58:22.315416,Downpayment,0.00
32860,C72790017,2021-08-18T11:58:22.315416,,154.00
32874,C67440016,2021-08-18T12:19:27.035269,Downpayment,0.00
32875,C67440016,2021-08-18T12:19:27.035269,,445.00
32884,C82080011,2021-08-18T12:35:13.546881,Downpayment,0.00
32885,C82080011,2021-08-18T12:35:13.546881,,154.00
32967,C77930014,2021-08-18T14:24:12.978423,,434.00
32968,C77930014,2021-08-18T14:25:00.796189,,300.00
32969,C77930014,2021-08-18T14:27:20.863076,,1.00
33001,C45280013,2021-08-19T05:47:16.023501,,200.00
33009,C45090016,2021-08-16T19:15:14.291502,,12.00
33298,C44360014,2021-08-19T17:11:38.17015,,500.00
33347,C49980014,2021-08-20T06:19:02.251363,,500.00
33349,C49980014,2021-08-20T06:21:46.243091,,500.00
33353,C49980014,2021-08-20T06:23:26.383867,,217.00
33385,C49980014,2021-08-20T07:22:18.735163,Reversed Contract Payment,-217.00
33388,C49980014,2021-08-20T07:24:03.65825,Reversed Contract Payment,-500.00
33389,C49980014,2021-08-20T07:25:45.701939,Reversed Contract Payment,-500.00
33398,C71010011,2021-08-20T07:35:35.878986,,200.00
33431,C46840013,2021-08-20T08:01:24.965059,,320.00
33736,C64330012,2021-08-20T17:31:27.592873,,100.00
33781,C45090016,2021-08-21T06:29:57.68507,,100.00
33848,C57100018,2021-08-21T08:39:52.031509,,100.00
33925,C45320017,2021-08-21T15:25:01.186663,,50.00
33963,C52180015,2021-08-22T10:23:08.543878,,1.00
33973,C56140015,2021-08-22T14:47:55.768604,,300.00
33987,C45320017,2021-08-22T17:46:02.60835,,10.00
33992,C55130017,2021-08-22T18:38:41.76551,,112.00
34003,C48460018,2021-08-23T05:04:02.451312,,100.00
34036,C45280013,2021-08-23T06:40:19.623695,,200.00
34074,C44910016,2021-08-22T13:23:33.485572,,10.00
34103,C45320017,2021-08-23T08:20:53.66053,,20.00
34168,C46500013,2021-08-23T09:23:27.788685,,200.00
34183,C49980014,2021-08-23T09:42:31.829229,,70.00
34390,C48560015,2021-08-23T12:14:27.770148,,500.00
34453,C46630018,2021-08-23T13:27:31.04554,,550.00
34491,C49700016,2021-08-23T14:15:03.972989,,680.00
34500,C49710015,2021-08-23T14:21:48.290171,,680.00
34541,C46370011,2021-08-23T16:30:41.400343,,410.00
34598,C57210015,2021-08-24T05:08:40.40821,,630.00
34800,C45320017,2021-08-24T10:31:41.24853,,5.00
35337,C49940018,2021-08-25T10:00:41.609531,,200.00
35535,C50100015,2021-08-25T13:44:05.71396,,611.00
35610,C43100015,2021-08-25T17:36:07.447687,,500.00
36104,C53890018,2021-08-27T05:30:21.670541,,567.00
36297,C51020014,2021-08-27T09:40:28.604854,,600.00
36303,C47390018,2021-08-27T09:50:34.128922,,400.00
36507,C45280013,2021-08-27T15:11:14.389491,,100.00
36518,C45090016,2021-08-27T16:38:30.210948,,100.00
36521,C75810010,2021-08-27T16:50:34.298473,,200.00
36796,C70360011,2021-08-29T04:22:23.209333,,510.00
36800,C65810012,2021-08-29T05:44:43.14439,,260.00
36866,C44340016,2021-08-29T15:57:07.719057,,100.00
36872,C44340016,2021-08-29T16:24:06.876265,,9.00
36984,C50770015,2021-08-30T08:33:28.316324,,300.00
37026,C51740017,2021-08-30T09:20:51.334449,,100.00
37122,C66780016,2021-08-30T10:56:25.322586,,1000.00
37162,C44460012,2021-08-30T11:50:27.464404,,500.00
37169,C45320017,2021-08-30T11:57:45.254106,,14.00
37269,C53030011,2021-08-30T14:14:41.900485,,100.00
37324,C71520019,2021-08-30T16:45:51.382949,,500.00
37325,C70360011,2021-08-30T16:46:45.502791,,120.00
37334,C64330012,2021-08-30T17:40:57.721553,,100.00
37397,C52180015,2021-08-31T06:51:10.180111,,1350.00
37519,C75320010,2021-08-31T10:41:27.175652,,550.00
37556,C77030013,2021-08-31T11:54:20.761636,,323.00
37580,C45280013,2021-08-31T12:25:18.655526,,200.00
37668,C44340016,2021-08-31T14:11:31.933658,,100.00
37732,C71030019,2021-08-31T17:04:52.590388,,100.00
37733,C71030019,2021-08-31T17:06:50.524611,,100.00
37735,C71030019,2021-08-31T17:09:04.64977,,50.00
37736,C52180015,2021-08-31T17:10:23.609584,,250.00
38075,C78010014,2021-08-30,,4010.00
38078,C57070013,2021-09-01T09:46:21.62079,,300.00
38217,C78010014,2021-09-01T12:15:30.31061,Reversed Contract Payment,-4010.00
38268,C57100018,2021-09-01T13:14:31.868265,,74.00
38353,C44340016,2021-09-01T15:24:51.58136,,100.00
38381,C46840013,2021-09-01T17:40:12.524794,,100.00
38402,C79210019,2021-09-02T05:20:40.364388,,800.00
38575,C43450014,2021-09-02T08:25:35.215252,,790.00
38606,C81150013,2021-09-02T09:01:56.485463,,500.00
38656,C63400014,2021-08-31T09:47:26.572426,,400.00
38830,C79100012,2021-08-30,,811.00
39058,C44360014,2021-09-02T16:30:24.605172,,500.00
39071,C44340016,2021-09-02T17:44:09.748779,,20.00
39073,C70360011,2021-09-02T17:48:52.047296,,120.00
39100,C45120011,2021-09-03T05:45:07.160057,,400.00
39158,C70030010,2021-08-31T05:43:56.132011,,562.00
39463,C43670017,2021-09-03T11:08:15.106515,,200.00
39668,C50100015,2021-09-03T14:08:20.411222,,611.00
39752,C45320017,2021-09-03T16:37:28.072737,,11.00
39830,C45230018,2021-09-04T06:05:57.656803,,18.00
39880,C51740017,2021-09-04T07:24:35.622152,,100.00
39979,C57100018,2021-09-04T08:50:24.7943,,100.00
40192,C45280013,2021-09-05T12:51:23.189838,,200.00
40202,C78010014,2021-08-30,,200.50
40213,C76320019,2021-09-05T14:18:29.150829,,600.00
40254,C57270019,2021-09-05T17:33:09.537093,,225.00
40340,C55560015,2021-09-06T06:54:26.484588,,680.00
40356,C71010011,2021-09-06T07:09:44.440721,,10.00
40360,C53720017,2021-08-19T15:30:41.728116,,100.00
41199,C74950015,2021-09-06T16:26:49.117282,,500.00
41214,C55480016,2021-09-06T17:07:16.400163,,100.00
41257,C53890018,2021-09-07T05:09:58.310007,,90.00
41338,C45320017,2021-09-07T06:20:18.156893,,130.00
41414,C59110015,2021-09-07T07:15:12.976816,,800.00
41508,C57100018,2021-09-07T08:11:40.597711,,50.00
42137,C48560015,2021-09-07T17:15:03.987436,,100.00
42284,C43100015,2021-09-08T07:30:05.860322,,550.00
42641,C55220016,2021-09-08T09:44:50.670627,,1370.00
42645,C43450014,2021-09-08T09:50:17.297724,,450.00
42949,C46370011,2021-09-08T13:58:26.660114,,410.00
43018,C44470011,2021-09-08T15:40:07.299915,,385.00
43061,C55270011,2021-09-08T18:24:24.600416,,300.00
43096,C43450014,2021-09-09T05:02:39.968333,,543.00
43164,C45280013,2021-09-09T06:22:12.484118,,200.00
43229,C77030013,2021-09-07T14:45:29.153229,,400.00
43770,C44340016,2021-09-09T13:14:12.394672,,100.00
43771,C57100018,2021-09-09T13:14:21.538023,,50.00
43786,C44340016,2021-09-09T13:27:26.674213,,7.00
43880,C51420016,2021-09-09T17:26:54.252659,,500.00
43899,C53830014,2021-09-08T18:48:35.23005,,500.00
44380,C61160016,2021-09-10T10:54:34.941841,,200.00
44704,C73200016,2021-09-10T14:28:16.785332,,200.00
44733,C52180015,2021-09-10T15:51:58.334777,,500.00
44735,C60570017,2021-09-10T16:02:22.344784,,50.00
44736,C60570017,2021-09-10T16:07:51.414116,,590.00
44753,C44340016,2021-09-10T17:30:44.588787,,60.00
44761,C65810012,2021-09-10T17:55:21.403747,,320.00
44968,C45620010,2021-09-11T14:02:38.637402,,100.00
45009,C48560015,2021-09-12T02:51:14.412315,,200.00
45099,C47100011,2021-09-12T16:41:33.485357,,500.00
45128,C50770015,2021-09-12T20:00:31.378156,,336.00
45310,C45320017,2021-09-13T08:32:25.254187,,20.00
45745,C49700016,2021-09-07T17:55:00.57419,,400.00
45761,C48560015,2021-09-13T14:14:45.811408,,200.00
45812,C63400014,2021-09-13T15:17:29.27727,,400.00
45827,C44340016,2021-09-13T16:08:07.526046,,100.00
45829,C57210015,2021-09-13T16:18:53.74982,,100.00
45927,C47100011,2021-09-13T19:50:26.07712,,5.00
46283,C48560015,2021-09-14T09:41:55.69929,,150.00
46904,C70360011,2021-09-14T17:12:06.415672,,728.00
46962,C55270011,2021-09-15T05:09:50.791244,,300.00
47135,C50100015,2021-09-15T08:03:50.822454,,611.00
47315,C71030019,2021-09-08,,250.00
47319,C72840010,2021-09-08,,62.00
47333,C79210019,2021-09-08,,5.00
47529,C45540010,2021-09-15T09:37:56.485532,,400.00
48029,C57070013,2021-09-15T16:39:28.932811,,300.00
48108,C76320019,2021-09-16T05:37:16.87595,,566.00
48171,C50100015,2021-09-16T05:48:10.961532,,176.40
48203,C56140015,2021-09-14,,81.30
48206,C56390016,2021-09-14,,66.90
48212,C57210015,2021-09-14,,192.90
48246,C65860017,2021-09-14,,234.00
48261,C67850016,2021-09-14,,400.10
48273,C70030010,2021-09-14,,164.30
48296,C76320019,2021-09-16T05:48:40.911593,,165.60
48320,C79100012,2021-09-14,,171.50
48813,C45130010,2021-09-16T08:15:03.495688,,100.00
49260,C69170017,2021-09-16T13:17:56.941374,,500.00
50572,C79100012,2021-09-18T12:20:37.731695,,110.00
50602,C49700016,2021-09-18T15:20:09.700723,,400.00
50603,C49710015,2021-09-18T15:23:58.263388,,400.00
50614,C44340016,2021-09-18T16:30:39.977339,,100.00
50655,C45280013,2021-09-19T05:53:19.149042,,100.00
50743,C47100011,2021-09-19T15:09:22.234214,,1000.00
51667,C45280013,2021-09-20T17:08:47.902513,,140.00
52259,C51740017,2021-09-21T09:09:10.235206,,600.00
53255,C77030013,2021-09-21T17:16:58.725353,,400.00
53406,C63490015,2021-09-22T08:49:40.576707,,1000.00
54065,C43670017,2021-09-22T16:02:06.006956,,300.00
54121,C45090016,2021-09-22T18:53:40.786968,,200.00
54426,C53890018,2021-09-23T08:59:14.047693,,570.00
54543,C58720012,2021-09-23T09:52:58.610441,,1000.00
55615,C51740017,2021-09-24T10:37:48.052395,,100.00
55804,C44470011,2021-09-24T12:19:28.96164,,385.00
55824,C81150013,2021-09-24T12:29:32.637893,,500.00
56254,C55480016,2021-09-24T17:36:54.841691,,160.00
56270,C45130010,2021-09-24T18:47:52.497857,,100.00
56652,C57270019,2021-09-25T16:19:10.960788,,225.00
56733,C51740017,2021-09-26T10:39:28.955262,,100.00
56794,C50770015,2021-09-26T16:41:32.177457,,150.00
56811,C46370011,2021-09-26T17:34:13.839442,,410.00
56880,C71520019,2021-09-27T05:47:11.785426,,500.00
57738,C47530019,2021-09-27T13:26:13.348626,Manual Discount,0.00
58612,C77400018,2021-09-28T09:14:10.936581,,1500.00
59340,C44510014,2021-09-28T14:41:20.299264,,50.00
59414,C69170017,2021-09-28T16:13:54.007142,,500.00
59425,C70360011,2021-09-28T16:33:49.680273,,700.00
59533,C66780016,2021-09-28T19:36:58.242625,,1000.00
60985,C52180015,2021-09-29T15:01:57.851251,,500.00
60989,C52180015,2021-09-29T15:04:54.325446,,70.00
60995,C74380015,2021-09-29T15:18:49.002333,,1000.00
61030,C51740017,2021-09-29T16:26:24.871994,,100.00
61079,C70360011,2021-09-29T17:53:31.351768,,47.00
61100,C65810012,2021-09-29T18:26:53.792737,,50.00
62860,C43320019,2021-09-30T16:04:31.605645,,1000.00
62940,C45130010,2021-09-30T18:40:10.502661,,25.00
62941,C45130010,2021-09-30T18:43:33.227591,,25.00
63786,C65810012,2021-10-01T10:40:51.71012,,1200.00
